2026-07-03 05:51:44 | INFO     | dental_pipeline.config | Logging initialised — file: /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/logs/05_evaluate.log
2026-07-03 17:39:24 | INFO     | dental_pipeline.label_remapping | Reverse-mapping 532 files: /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/raw → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/original_ids
2026-07-03 17:41:06 | INFO     | dental_pipeline.label_remapping | Reverse-mapping complete.
2026-07-03 17:41:06 | INFO     | __main__ | Reverse-mapped predictions → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/original_ids
2026-07-03 17:41:06 | INFO     | __main__ | Applying post-processing...
2026-07-03 17:41:06 | INFO     | dental_pipeline.postprocessing | PostProcessor initialised – min_component_size=100, apply_cc=True
2026-07-03 17:41:06 | INFO     | dental_pipeline.postprocessing | Batch post-processing 532 files from /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/original_ids
2026-07-03 17:41:06 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3F_001.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_001.nii.gz
2026-07-03 17:41:54 | INFO     | dental_pipeline.postprocessing | Removed 544 small components (min_size=100).
2026-07-03 17:42:00 | INFO     | dental_pipeline.postprocessing | Rule 1 – removed 2373 implant voxels outside valid tooth positions.
2026-07-03 17:42:02 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 6 pulp-111 voxels outside tooth 11.
2026-07-03 17:42:05 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 26 pulp-113 voxels outside tooth 13.
2026-07-03 17:42:06 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 6 pulp-114 voxels outside tooth 14.
2026-07-03 17:42:08 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 6 pulp-115 voxels outside tooth 15.
2026-07-03 17:42:09 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-121 voxels outside tooth 21.
2026-07-03 17:42:12 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 40 pulp-123 voxels outside tooth 23.
2026-07-03 17:42:14 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-124 voxels outside tooth 24.
2026-07-03 17:42:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-125 voxels outside tooth 25.
2026-07-03 17:42:17 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 18 pulp-127 voxels outside tooth 27.
2026-07-03 17:42:20 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-133 voxels outside tooth 33.
2026-07-03 17:42:21 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-134 voxels outside tooth 34.
2026-07-03 17:42:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 44 pulp-135 voxels outside tooth 35.
2026-07-03 17:42:24 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-137 voxels outside tooth 37.
2026-07-03 17:42:26 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-142 voxels outside tooth 42.
2026-07-03 17:42:27 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-143 voxels outside tooth 43.
2026-07-03 17:42:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-144 voxels outside tooth 44.
2026-07-03 17:42:30 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 8 pulp-145 voxels outside tooth 45.
2026-07-03 17:42:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 108 pulp-147 voxels outside tooth 47.
2026-07-03 17:42:33 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_001.nii.gz
2026-07-03 17:42:33 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3F_002.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_002.nii.gz
2026-07-03 17:43:15 | INFO     | dental_pipeline.postprocessing | Removed 842 small components (min_size=100).
2026-07-03 17:43:18 | INFO     | dental_pipeline.postprocessing | Rule 1 – removed 13585 implant voxels outside valid tooth positions.
2026-07-03 17:43:20 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 70 pulp-111 voxels outside tooth 11.
2026-07-03 17:43:21 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 4 pulp-112 voxels outside tooth 12.
2026-07-03 17:43:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 39 pulp-113 voxels outside tooth 13.
2026-07-03 17:43:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 89 pulp-114 voxels outside tooth 14.
2026-07-03 17:43:24 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-115 voxels outside tooth 15.
2026-07-03 17:43:25 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 72 pulp-116 voxels outside tooth 16.
2026-07-03 17:43:26 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 43 pulp-121 voxels outside tooth 21.
2026-07-03 17:43:27 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 18 pulp-122 voxels outside tooth 22.
2026-07-03 17:43:28 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 61 pulp-123 voxels outside tooth 23.
2026-07-03 17:43:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 27 pulp-124 voxels outside tooth 24.
2026-07-03 17:43:30 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-125 voxels outside tooth 25.
2026-07-03 17:43:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 48 pulp-126 voxels outside tooth 26.
2026-07-03 17:43:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 58 pulp-127 voxels outside tooth 27.
2026-07-03 17:43:34 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-131 voxels outside tooth 31.
2026-07-03 17:43:35 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 20 pulp-132 voxels outside tooth 32.
2026-07-03 17:43:36 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 84 pulp-133 voxels outside tooth 33.
2026-07-03 17:43:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 16 pulp-134 voxels outside tooth 34.
2026-07-03 17:43:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 93 pulp-137 voxels outside tooth 37.
2026-07-03 17:43:39 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 4 pulp-138 voxels outside tooth 38.
2026-07-03 17:43:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-141 voxels outside tooth 41.
2026-07-03 17:43:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 17 pulp-142 voxels outside tooth 42.
2026-07-03 17:43:42 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 38 pulp-143 voxels outside tooth 43.
2026-07-03 17:43:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-144 voxels outside tooth 44.
2026-07-03 17:43:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-145 voxels outside tooth 45.
2026-07-03 17:43:44 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_002.nii.gz
2026-07-03 17:43:44 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3F_003.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_003.nii.gz
2026-07-03 17:44:57 | INFO     | dental_pipeline.postprocessing | Removed 843 small components (min_size=100).
2026-07-03 17:45:03 | INFO     | dental_pipeline.postprocessing | Rule 1 – removed 9368 implant voxels outside valid tooth positions.
2026-07-03 17:45:03 | WARNING  | dental_pipeline.postprocessing | Rule 2 – right IAC is <5% of contralateral side (1509 vs 40797 voxels). Possible segmentation artefact.
2026-07-03 17:45:03 | WARNING  | dental_pipeline.postprocessing | Rule 2 – right Max Sinus is <5% of contralateral side (200 vs 137382 voxels). Possible segmentation artefact.
2026-07-03 17:45:05 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 4 pulp-111 voxels outside tooth 11.
2026-07-03 17:45:07 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-112 voxels outside tooth 12.
2026-07-03 17:45:08 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 156 pulp-113 voxels outside tooth 13.
2026-07-03 17:45:12 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-116 voxels outside tooth 16.
2026-07-03 17:45:13 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 9 pulp-117 voxels outside tooth 17.
2026-07-03 17:45:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-121 voxels outside tooth 21.
2026-07-03 17:45:17 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 36 pulp-122 voxels outside tooth 22.
2026-07-03 17:45:19 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 29 pulp-123 voxels outside tooth 23.
2026-07-03 17:45:20 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 56 pulp-124 voxels outside tooth 24.
2026-07-03 17:45:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 21 pulp-125 voxels outside tooth 25.
2026-07-03 17:45:24 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 55 pulp-126 voxels outside tooth 26.
2026-07-03 17:45:25 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 7 pulp-127 voxels outside tooth 27.
2026-07-03 17:45:27 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-131 voxels outside tooth 31.
2026-07-03 17:45:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-132 voxels outside tooth 32.
2026-07-03 17:45:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 68 pulp-133 voxels outside tooth 33.
2026-07-03 17:45:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 31 pulp-135 voxels outside tooth 35.
2026-07-03 17:45:34 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 178 pulp-138 voxels outside tooth 38.
2026-07-03 17:45:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 39 pulp-143 voxels outside tooth 43.
2026-07-03 17:45:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-147 voxels (parent tooth 47 absent).
2026-07-03 17:45:42 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_003.nii.gz
2026-07-03 17:45:42 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3F_004.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_004.nii.gz
2026-07-03 17:46:38 | INFO     | dental_pipeline.postprocessing | Removed 1255 small components (min_size=100).
2026-07-03 17:46:38 | WARNING  | dental_pipeline.postprocessing | Rule 2 – right Max Sinus is <5% of contralateral side (3400 vs 181899 voxels). Possible segmentation artefact.
2026-07-03 17:46:39 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 9 pulp-111 voxels outside tooth 11.
2026-07-03 17:46:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 38 pulp-112 voxels outside tooth 12.
2026-07-03 17:46:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-113 voxels outside tooth 13.
2026-07-03 17:46:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 18 pulp-121 voxels outside tooth 21.
2026-07-03 17:46:45 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-123 voxels outside tooth 23.
2026-07-03 17:46:46 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-124 voxels outside tooth 24.
2026-07-03 17:46:47 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 131 pulp-125 voxels outside tooth 25.
2026-07-03 17:46:48 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 59 pulp-126 voxels outside tooth 26.
2026-07-03 17:46:49 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 164 pulp-127 voxels outside tooth 27.
2026-07-03 17:46:50 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 797 pulp-128 voxels outside tooth 28.
2026-07-03 17:46:52 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-132 voxels outside tooth 32.
2026-07-03 17:46:53 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-133 voxels outside tooth 33.
2026-07-03 17:46:54 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 4 pulp-134 voxels outside tooth 34.
2026-07-03 17:46:55 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-135 voxels outside tooth 35.
2026-07-03 17:46:56 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-141 voxels outside tooth 41.
2026-07-03 17:46:58 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 16 pulp-143 voxels outside tooth 43.
2026-07-03 17:46:59 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 8 pulp-144 voxels outside tooth 44.
2026-07-03 17:47:00 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-145 voxels outside tooth 45.
2026-07-03 17:47:01 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 58 pulp-146 voxels outside tooth 46.
2026-07-03 17:47:02 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 22 pulp-147 voxels outside tooth 47.
2026-07-03 17:47:03 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 289 pulp-148 voxels outside tooth 48.
2026-07-03 17:47:03 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_004.nii.gz
2026-07-03 17:47:03 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3F_005.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_005.nii.gz
2026-07-03 17:48:07 | INFO     | dental_pipeline.postprocessing | Removed 1443 small components (min_size=100).
2026-07-03 17:48:10 | INFO     | dental_pipeline.postprocessing | Rule 1 – removed 6 implant voxels outside valid tooth positions.
2026-07-03 17:48:11 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 39 pulp-111 voxels outside tooth 11.
2026-07-03 17:48:12 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 8 pulp-112 voxels outside tooth 12.
2026-07-03 17:48:13 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 23 pulp-113 voxels outside tooth 13.
2026-07-03 17:48:14 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 11 pulp-114 voxels outside tooth 14.
2026-07-03 17:48:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 11 pulp-115 voxels outside tooth 15.
2026-07-03 17:48:16 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 412 pulp-116 voxels outside tooth 16.
2026-07-03 17:48:17 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 80 pulp-118 voxels outside tooth 18.
2026-07-03 17:48:18 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 39 pulp-121 voxels outside tooth 21.
2026-07-03 17:48:19 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-122 voxels outside tooth 22.
2026-07-03 17:48:20 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 17 pulp-123 voxels outside tooth 23.
2026-07-03 17:48:21 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 32 pulp-125 voxels outside tooth 25.
2026-07-03 17:48:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 110 pulp-126 voxels outside tooth 26.
2026-07-03 17:48:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 23 pulp-127 voxels outside tooth 27.
2026-07-03 17:48:24 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 8 pulp-132 voxels outside tooth 32.
2026-07-03 17:48:26 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 25 pulp-133 voxels outside tooth 33.
2026-07-03 17:48:27 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-134 voxels outside tooth 34.
2026-07-03 17:48:28 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 13 pulp-135 voxels outside tooth 35.
2026-07-03 17:48:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 118 pulp-137 voxels outside tooth 37.
2026-07-03 17:48:30 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 154 pulp-138 voxels outside tooth 38.
2026-07-03 17:48:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 7 pulp-142 voxels outside tooth 42.
2026-07-03 17:48:33 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 86 pulp-143 voxels outside tooth 43.
2026-07-03 17:48:34 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-144 voxels outside tooth 44.
2026-07-03 17:48:35 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-145 voxels outside tooth 45.
2026-07-03 17:48:36 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 44 pulp-146 voxels outside tooth 46.
2026-07-03 17:48:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 139 pulp-147 voxels outside tooth 47.
2026-07-03 17:48:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 255 pulp-148 voxels outside tooth 48.
2026-07-03 17:48:38 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_005.nii.gz
2026-07-03 17:48:38 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3F_006.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_006.nii.gz
2026-07-03 17:49:21 | INFO     | dental_pipeline.postprocessing | Removed 842 small components (min_size=100).
2026-07-03 17:49:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 64 pulp-111 voxels outside tooth 11.
2026-07-03 17:49:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 25 pulp-112 voxels outside tooth 12.
2026-07-03 17:49:24 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 75 pulp-113 voxels outside tooth 13.
2026-07-03 17:49:25 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 18 pulp-114 voxels outside tooth 14.
2026-07-03 17:49:26 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 55 pulp-116 voxels outside tooth 16.
2026-07-03 17:49:27 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 230 pulp-117 voxels outside tooth 17.
2026-07-03 17:49:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 23 pulp-122 voxels outside tooth 22.
2026-07-03 17:49:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 51 pulp-123 voxels outside tooth 23.
2026-07-03 17:49:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 19 pulp-124 voxels outside tooth 24.
2026-07-03 17:49:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-125 voxels outside tooth 25.
2026-07-03 17:49:34 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 158 pulp-126 voxels outside tooth 26.
2026-07-03 17:49:35 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 251 pulp-127 voxels outside tooth 27.
2026-07-03 17:49:35 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 375 pulp-128 voxels outside tooth 28.
2026-07-03 17:49:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 7 pulp-131 voxels outside tooth 31.
2026-07-03 17:49:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 24 pulp-132 voxels outside tooth 32.
2026-07-03 17:49:39 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 51 pulp-133 voxels outside tooth 33.
2026-07-03 17:49:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 9 pulp-134 voxels outside tooth 34.
2026-07-03 17:49:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 210 pulp-135 voxels outside tooth 35.
2026-07-03 17:49:42 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-141 voxels outside tooth 41.
2026-07-03 17:49:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 15 pulp-142 voxels outside tooth 42.
2026-07-03 17:49:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 36 pulp-143 voxels outside tooth 43.
2026-07-03 17:49:45 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-144 voxels outside tooth 44.
2026-07-03 17:49:46 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 11 pulp-145 voxels outside tooth 45.
2026-07-03 17:49:47 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 194 pulp-146 voxels outside tooth 46.
2026-07-03 17:49:48 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 271 pulp-147 voxels outside tooth 47.
2026-07-03 17:49:48 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_006.nii.gz
2026-07-03 17:49:48 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3F_007.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3F_007.nii.gz
2026-07-03 17:50:36 | INFO     | dental_pipeline.postprocessing | Removed 1150 small components (min_size=100).
2026-07-03 17:50:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-111 voxels outside tooth 11.
2026-07-03 17:50:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 8 pulp-114 voxels outside tooth 14.
2026-07-03 17:50:39 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 9 pulp-115 voxels outside tooth 15.
2026-07-03 17:50:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 230 pulp-116 voxels outside tooth 16.
2026-07-03 17:50:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 203 pulp-117 voxels outside tooth 17.
2026-07-03 17:50:42 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 98 pulp-121 voxels outside tooth 21.
2026-07-03 17:50:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 103 pulp-123 voxels outside tooth 23.
2026-07-03 17:50:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 277 pulp-124 voxels outside tooth 24.
2026-07-03 17:50:45 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 109 pulp-125 voxels outside tooth 25.
2026-07-03 17:50:46 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 486 pulp-126 voxels outside tooth 26.
2026-07-03 17:50:47 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 425 pulp-127 voxels outside tooth 27.
2026-07-03 17:50:48 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-132 voxels outside tooth 32.
2026-07-03 17:50:49 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 63 pulp-133 voxels outside tooth 33.
2026-07-03 17:50:50 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 26 pulp-134 voxels outside tooth 34.
